Mods count: 440
 
jar name                                                                      | mod id (isMCreator)                                        | mixin configs
        /META-INF/jars/porting_lib_mixin_extensions-2.3.9-beta.52+1.20.1.jar  | porting_lib_mixin_extensions                               | porting_lib_mixin_extensions.mixins.json
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                      | reach-entity-attributes                                    | mixins.reach-entity-attributes.json
        /META-INF/jars/porting_lib_tags-2.3.9-beta.52+1.20.1.jar              | porting_lib_tags                                           | porting_lib_tags.mixins.json
        /META-INF/jars/porting_lib_common-2.3.9-beta.52+1.20.1.jar            | porting_lib_common                                         | porting_lib_common.mixins.json
        /META-INF/jars/porting_lib_transfer-2.3.9-beta.52+1.20.1.jar          | porting_lib_transfer                                       | porting_lib_transfer.mixins.json
        /META-INF/jars/porting_lib_extensions-2.3.9-beta.52+1.20.1.jar        | porting_lib_extensions                                     | porting_lib_extensions.mixins.json
        /META-INF/jars/porting_lib_entity-2.3.9-beta.52+1.20.1.jar            | porting_lib_entity                                         | porting_lib_entity.mixins.json
        /META-INF/jars/porting_lib_utility-2.3.9-beta.52+1.20.1.jar           | porting_lib_utility                                        | 
        /META-INF/jars/porting_lib_tool_actions-2.3.9-beta.52+1.20.1.jar      | porting_lib_tool_actions                                   | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_gui_utils-2.3.9-beta.52+1.20.1.jar         | porting_lib_gui_utils                                      | porting_lib_gui_utils.mixins.json
        /META-INF/jars/toml-3.6.6.jar                                         | com_electronwill_night-config_toml                         | 
        /META-INF/jars/core-3.6.6.jar                                         | com_electronwill_night-config_core                         | 
        /META-INF/jars/porting_lib_lazy_registration-2.3.9-beta.52+1.20.1.jar | porting_lib_lazy_registration                              | 
        /META-INF/jars/porting_lib_core-2.3.9-beta.52+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/porting_lib_attributes-2.3.9-beta.52+1.20.1.jar        | porting_lib_attributes                                     | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_fluids-2.3.9-beta.52+1.20.1.jar            | porting_lib_fluids                                         | porting_lib_fluids.mixins.json
        /META-INF/jars/porting_lib_config-2.3.9-beta.52+1.20.1.jar            | porting_lib_config                                         | porting_lib_config.mixins.json
        /META-INF/jars/porting_lib_accessors-2.3.9-beta.52+1.20.1.jar         | porting_lib_accessors                                      | porting_lib_accessors.mixins.json
    /META-INF/jars/blocks-2.3.9-beta.51+1.20.1.jar                            | porting_lib_blocks                                         | porting_lib_blocks.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/brewing-2.3.9-beta.51+1.20.1.jar                           | porting_lib_brewing                                        | porting_lib_brewing.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/cardinal-components-base-5.2.2.jar                         | cardinal-components-base                                   | 
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                       | cardinal-components-entity                                 | mixins.cardinal_components_entity.json
    /META-INF/jars/cardinal-components-world-5.2.2.jar                        | cardinal-components-world                                  | mixins.cardinal_components_world.json
    /META-INF/jars/client_events-2.3.9-beta.51+1.20.1.jar                     | porting_lib_client_events                                  | porting_lib_client_events.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/common-2.3.9-beta.51+1.20.1.jar                            | porting_lib_common                                         | porting_lib_common.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/config-2.3.9-beta.51+1.20.1.jar                            | porting_lib_config                                         | porting_lib_config.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/core-3.6.6.jar                                         | com_electronwill_night-config_core                         | 
        /META-INF/jars/toml-3.6.6.jar                                         | com_electronwill_night-config_toml                         | 
    /META-INF/jars/core-2.3.9-beta.51+1.20.1.jar                              | porting_lib_core                                           | 
    /META-INF/jars/cumulus_menus-1.20.1-1.0.2-fabric.jar                      | cumulus_menus                                              | cumulus_menus.mixins.json
    /META-INF/jars/data-2.3.9-beta.51+1.20.1.jar                              | porting_lib_data                                           | porting_lib_data.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/porting_lib_utility-2.3.9-beta.51+1.20.1.jar           | porting_lib_utility                                        | 
    /META-INF/jars/entity-2.3.9-beta.51+1.20.1.jar                            | porting_lib_entity                                         | porting_lib_entity.mixins.json
        /META-INF/jars/porting_lib_mixin_extensions-2.3.9-beta.51+1.20.1.jar  | porting_lib_mixin_extensions                               | porting_lib_mixin_extensions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/extensions-2.3.9-beta.51+1.20.1.jar                        | porting_lib_extensions                                     | porting_lib_extensions.mixins.json
        /META-INF/jars/porting_lib_accessors-2.3.9-beta.51+1.20.1.jar         | porting_lib_accessors                                      | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/porting_lib_common-2.3.9-beta.51+1.20.1.jar            | porting_lib_common                                         | porting_lib_common.mixins.json
        /META-INF/jars/porting_lib_attributes-2.3.9-beta.51+1.20.1.jar        | porting_lib_attributes                                     | porting_lib_attributes.mixins.json
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                      | reach-entity-attributes                                    | mixins.reach-entity-attributes.json
    /META-INF/jars/fluids-2.3.9-beta.51+1.20.1.jar                            | porting_lib_fluids                                         | porting_lib_fluids.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/gui_utils-2.3.9-beta.51+1.20.1.jar                         | porting_lib_gui_utils                                      | porting_lib_gui_utils.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/items-2.3.9-beta.51+1.20.1.jar                             | porting_lib_items                                          | porting_lib_items.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/lazy_registration-2.3.9-beta.51+1.20.1.jar                 | porting_lib_lazy_registration                              | 
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/level_events-2.3.9-beta.51+1.20.1.jar                      | porting_lib_level_events                                   | porting_lib_level_events.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/loot-2.3.9-beta.51+1.20.1.jar                              | porting_lib_loot                                           | porting_lib_loot.mixins.json
        /META-INF/jars/porting_lib_lazy_registration-2.3.9-beta.51+1.20.1.jar | porting_lib_lazy_registration                              | 
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/mm-2.4.1.jar                                               | mm_shedaniel                                               | mixins.mm_shedaniel.json
    /META-INF/jars/model_generators-2.3.9-beta.51+1.20.1.jar                  | porting_lib_model_generators                               | porting_lib_model_generators.mixins.json
        /META-INF/jars/porting_lib_data-2.3.9-beta.51+1.20.1.jar              | porting_lib_data                                           | porting_lib_data.mixins.json
        /META-INF/jars/porting_lib_model_materials-2.3.9-beta.51+1.20.1.jar   | porting_lib_model_materials                                | porting_lib_model_materials.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/porting_lib_utility-2.3.9-beta.51+1.20.1.jar           | porting_lib_utility                                        | 
    /META-INF/jars/model_loader-2.3.9-beta.51+1.20.1.jar                      | porting_lib_model_loader                                   | porting_lib_model_loader.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/models-2.3.9-beta.51+1.20.1.jar                            | porting_lib_models                                         | porting_lib_models.mixins.json
        /META-INF/jars/porting_lib_model_loader-2.3.9-beta.51+1.20.1.jar      | porting_lib_model_loader                                   | porting_lib_model_loader.mixins.json
        /META-INF/jars/porting_lib_transfer-2.3.9-beta.51+1.20.1.jar          | porting_lib_transfer                                       | porting_lib_transfer.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/porting_lib_fluids-2.3.9-beta.51+1.20.1.jar            | porting_lib_fluids                                         | porting_lib_fluids.mixins.json
    /META-INF/jars/networking-2.3.9-beta.51+1.20.1.jar                        | porting_lib_networking                                     | 
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/nitrogen_internals-1.20.1-1.0.15-fabric.jar                | nitrogen_internals                                         | nitrogen_internals.mixins.json
    /META-INF/jars/recipe_book_categories-2.3.9-beta.51+1.20.1.jar            | porting_lib_recipe_book_categories                         | porting_lib_recipe_book_categories.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/tags-2.3.9-beta.51+1.20.1.jar                              | porting_lib_tags                                           | porting_lib_tags.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/tool_actions-2.3.9-beta.51+1.20.1.jar                      | porting_lib_tool_actions                                   | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
    /META-INF/jars/transfer-2.3.9-beta.51+1.20.1.jar                          | porting_lib_transfer                                       | porting_lib_transfer.mixins.json
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
        /META-INF/jars/porting_lib_fluids-2.3.9-beta.51+1.20.1.jar            | porting_lib_fluids                                         | porting_lib_fluids.mixins.json
    /META-INF/jars/utility-2.3.9-beta.51+1.20.1.jar                           | porting_lib_utility                                        | 
        /META-INF/jars/porting_lib_core-2.3.9-beta.51+1.20.1.jar              | porting_lib_core                                           | 
alloy-forgery-2.1.2+1.20.jar                                                  | alloy_forgery                                              | alloy-forgery.mixins.json
    /META-INF/jars/owo-sentinel-0.11.1+1.20.jar                               | owo-sentinel                                               | 
almanac-1.20.x-fabric-1.0.2.jar                                               | almanac                                                    | almanac.mixins.json
almostunified-fabric-1.20.1-0.10.1.jar                                        | almostunified                                              | almostunified-common.mixins.json
alternate-current-mc1.20-1.9.0.jar                                            | alternate-current                                          | alternate-current.mixins.json
AmbientSounds_FABRIC_v6.1.11_mc1.20.1.jar                                     | ambientsounds                                              | ambientsounds.mixins.refmap.json, ambientsounds.mixins.json
amendments-1.20-2.2.3-fabric.jar                                              | amendments                                                 | amendments-common.mixins.json, amendments.mixins.json
animatica-0.6.1+1.20.4.jar                                                    | animatica                                                  | animatica.mixins.json
another_furniture-fabric-1.20.1-3.0.4.jar                                     | another_furniture                                          | another_furniture-common.mixins.json, another_furniture.mixins.json
Aquamirae 6.jar                                                               | aquamirae                                                  | aquamirae.mixins.json
arch-rpgmana-1.0.8.5.jar                                                      | rpgmana                                                    | rpgmana.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                       | com_github_zsoltmolnarrr_tinyconfig                        | 
archers-1.3.0+1.20.1.jar                                                      | archers                                                    | archers.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                       | com_github_zsoltmolnarrr_tinyconfig                        | 
    /META-INF/jars/ranged-weapon-api-1.1.0+1.20.1.jar                         | ranged_weapon_api                                          | ranged_weapon_api.mixins.json
    /META-INF/jars/structure-pool-api-1.0+1.20.1.jar                          | structure_pool_api                                         | structure_pool.mixins.json
architectury-9.2.14-fabric.jar                                                | architectury                                               | architectury.mixins.json, architectury-common.mixins.json
archon-0.8.1.jar                                                              | archon                                                     | archon.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                       | com_github_zsoltmolnarrr_tinyconfig                        | 
    /META-INF/jars/cardinal-components-base-5.2.2.jar                         | cardinal-components-base                                   | 
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                       | cardinal-components-entity                                 | mixins.cardinal_components_entity.json
    /META-INF/jars/omega-config-base-1.4.0+1.20.1.jar                         | omega-config                                               | omega-config.mixins.json
    /META-INF/jars/saflib-1.1.0.jar                                           | saflib                                                     | saflib.mixins.json
ash_api-fabric-3.0.2+1.20.1.jar                                               | ash_api                                                    | ash_api.mixins.json, ash_api.fabric.mixins.json
async-locator-fabric-1.20-1.3.0.jar                                           | asynclocator                                               | asynclocator.mixins.json
ATi Structures V1.4.3 (1.20+).jar                                             | atistructures                                              | 
AttributeFix-Fabric-1.20.1-21.0.4.jar                                         | attributefix                                               | attributefix.mixins.json
AutochefsDelight-1.20.1-Fabric-1.0.6.jar                                      | autochefsdelight                                           | autochefsdelight.mixins.json
azurelib-fabric-1.20.1-3.0.27.jar                                             | azurelib                                                   | azurelib.fabric.mixins.json, azurelib.mixins.json
azurelibarmor-fabric-1.20.1-2.0.14.jar                                        | azurelibarmor                                              | azurelibarmor.mixins.json, azurelibarmor.fabric.mixins.json
BadOptimizations-2.3.1-1.20.1.jar                                             | badoptimizations                                           | forge-badoptimizations.mixins.json, fabric-badoptimizations.mixins.json
badpackets-fabric-0.4.3.jar                                                   | badpackets                                                 | badpackets.mixins.json
balm-fabric-1.20.1-7.3.37.jar                                                 | balm                                                       | balm.mixins.json
    /META-INF/jars/kuma-api-fabric-20.1.12+1.20.1.jar                         | kuma_api                                                   | kuma_api.fabric.mixins.json, kuma_api.mixins.json
BarteringStation-v8.0.0-1.20.1-Fabric.jar                                     | barteringstation                                           | barteringstation.common.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.1.jar                         | cardinal-components-base                                   | 
    /META-INF/jars/cardinal-components-entity-5.2.1.jar                       | cardinal-components-entity                                 | mixins.cardinal_components_entity.json
bc_particle-0.0.2-1.20.1.jar                                                  | malfu-mods                                                 | bc_particle.mixins.json
    /META-INF/jars/player-animation-lib-fabric-1.0.2-rc1+1.20.jar             | player-animator                                            | playerAnimator-common.mixins.json
bclib-3.0.14.jar                                                              | bclib                                                      | together.mixins.client.json, together.mixins.common.json, bclib.mixins.client.json, bclib.mixins.common.json, ui.mixins.client.json
    /META-INF/jars/wunderlib-1.1.5.jar                                        | wunderlib                                                  | 
besmirchment-1.20.1-4.jar                                                     | besmirchment                                               | besmirchment.mixins.json
    /META-INF/jars/PlayerAbilityLib-1.8.0.jar                                 | playerabilitylib                                           | mixins.playerabilitylib.common.json
    /META-INF/jars/fabric-permissions-api-0.1-SNAPSHOT.jar                    | fabric-permissions-api-v0                                  | 
    /META-INF/jars/impersonate-2.10.2.jar                                     | impersonate                                                | mixins.impersonate.common.json, mixins.impersonate.client.json
        /META-INF/jars/cardinal-components-base-5.2.1.jar                     | cardinal-components-base                                   | 
        /META-INF/jars/cardinal-components-entity-5.2.1.jar                   | cardinal-components-entity                                 | mixins.cardinal_components_entity.json
        /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                | fabric-permissions-api-v0                                  | 
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                               | midnightlib                                                | midnightlib.mixins.json
    /META-INF/jars/reach-entity-attributes-2.4.0.jar                          | reach-entity-attributes                                    | mixins.reach-entity-attributes.json
    /META-INF/jars/step-height-entity-attribute-25dabcdad7.jar                | step-height-entity-attribute                               | stepheightentityattribute.mixins.json
    /META-INF/jars/terraform-wood-api-v1-7.0.3.jar                            | terraform-wood-api-v1                                      | mixins.terraform-boats.json, mixins.terraform-wood.json, mixins.terraform-signs.json, mixins.terraform-leaves.json
better-clouds-1.3.37+1.20.1-fabric.jar                                        | betterclouds                                               | betterclouds.optional.mixins.json, betterclouds.runtime.mixins.json, betterclouds.required.mixins.json
    /META-INF/jars/api-5.0.0.jar                                              | gs_mclo_api                                                | 
better-end-4.0.11.jar                                                         | betterend                                                  | betterend.mixins.client.json, betterend.mixins.common.json
better-nether-9.0.10.jar                                                      | betternether                                               | betternether.mixins.common.json, betternether.mixins.client.json
better-trim-tooltips-1.0.1.jar                                                | better-trim-tooltips                                       | better-trim-tooltips.client.mixins.json
BetterAdvancements-Fabric-1.20.1-0.4.2.25.jar                                 | betteradvancements                                         | betteradvancements.mixins.json
betterarcheology-1.2.1-1.20.1.jar                                             | betterarcheology                                           | betterarcheology.mixins.json
bettercombat-fabric-1.8.6+1.20.1.jar                                          | bettercombat                                               | bettercombat.mixins.json, bettercombat-fabric.mixins.json
BetterCompatibilityChecker-fabric-4.0.8+mc1.20.1.jar                          | bcc                                                        | bcc.mixins.json, bcc.fabric.mixins.json
betterend-crashed-ships-1.0.0.jar                                             | betterend-crashed-ships                                    | betterend-crashed-ships.mixins.json
bettermounthud-1.2.2.jar                                                      | bettermounthud                                             | bettermounthud.mixins.json
betterstats-3.12.6+fabric-1.20.1.jar                                          | betterstats                                                | betterstats.mixin.security.json, betterstats.mixin.events.json
BetterTrims-3.2.8-fabric+1.20.1.jar                                           | bettertrims                                                | bettertrims-client.mixins.json, bettertrims.mixins.json
bewitchment-1.20-10.jar                                                       | bewitchment                                                | bewitchment.mixins.json
    /META-INF/jars/PlayerAbilityLib-1.8.0.jar                                 | playerabilitylib                                           | mixins.playerabilitylib.common.json
    /META-INF/jars/fabric-permissions-api-0.1-SNAPSHOT.jar                    | fabric-permissions-api-v0                                  | 
    /META-INF/jars/impersonate-2.10.3.jar                                     | impersonate                                                | mixins.impersonate.common.json, mixins.impersonate.client.json
        /META-INF/jars/cardinal-components-base-5.2.1.jar                     | cardinal-components-base                                   | 
        /META-INF/jars/cardinal-components-entity-5.2.1.jar                   | cardinal-components-entity                                 | mixins.cardinal_components_entity.json
        /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                | fabric-permissions-api-v0                                  | 
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                               | midnightlib                                                | midnightlib.mixins.json
    /META-INF/jars/reach-entity-attributes-2.4.0.jar                          | reach-entity-attributes                                    | mixins.reach-entity-attributes.json
    /META-INF/jars/step-height-entity-attribute-25dabcdad7.jar                | step-height-entity-attribute                               | stepheightentityattribute.mixins.json
    /META-INF/jars/terraform-wood-api-v1-7.0.3.jar                            | terraform-wood-api-v1                                      | mixins.terraform-boats.json, mixins.terraform-wood.json, mixins.terraform-signs.json, mixins.terraform-leaves.json
BHMenu-Fabric-1.20.1-2.4.2.jar                                                | bhmenu                                                     | bhmenu.mixins.json
biolith-fabric-1.0.1-alpha.1.jar                                              | biolith                                                    | biolith.mixins.json, biolith.fabric.mixins.json
biomemusic-fabric-1.20.1-3.5.jar                                              | biomemusic                                                 | biomemusic.mixins.json
Boat-Item-View-Fabric-1.20.1-0.0.5.jar                                        | boatiview                                                  | boatiview.mixins.json
    /META-INF/jars/cloth-config-fabric-11.0.99.jar                            | cloth-config                                               | 
        /META-INF/jars/basic-math-0.6.1.jar                                   | cloth-basic-math                                           | 
bobby-5.0.1.jar                                                               | bobby                                                      | bobby.mixins.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a82.jar                      | fabric-api-base                                            | 
    /META-INF/jars/fabric-command-api-v2-2.2.11+b3afc78b82.jar                | fabric-command-api-v2                                      | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/configurate-core-4.1.2.jar                                 | org_spongepowered_configurate-core                         | 
    /META-INF/jars/configurate-hocon-4.1.2.jar                                | org_spongepowered_configurate-hocon                        | 
    /META-INF/jars/geantyref-1.3.13.jar                                       | io_leangen_geantyref_geantyref                             | 
    /META-INF/jars/config-1.4.2.jar                                           | com_typesafe_config                                        | 
BOMD-1.7.5-1.20.1.jar                                                         | bosses_of_mass_destruction                                 | bosses.mixins.json
    /META-INF/jars/maelstrom-lib-e26888c.jar                                  | maelstrom_library                                          | maelstrom.mixins.json
    /META-INF/jars/MultipartEntities-1.20-SNAPSHOT.jar                        | multipart_entities                                         | MultipartEntities.mixins.json
Bookshelf-Fabric-1.20.1-20.2.13.jar                                           | bookshelf                                                  | bookshelf.fabric.mixins.json, bookshelf.common.mixins.json
Bountiful-6.0.4+1.20.1-fabric.jar                                             | bountiful                                                  | 
brewinandchewin-3.0.6+1.20.1.jar                                              | brewinandchewin                                            | brewinandchewin.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                        | mm                                                         | mixins.mm.json, mixins.mm.refmap.json
bygonenether-1.20-1.3.2.jar                                                   | bygonenether                                               | bygonenether.mixins.json
cardinal-components-api-5.2.3.jar                                             | cardinal-components                                        | 
    /META-INF/jars/cardinal-components-base-5.2.3.jar                         | cardinal-components-base                                   | 
    /META-INF/jars/cardinal-components-block-5.2.3.jar                        | cardinal-components-block                                  | mixins.cardinal_components_block.json
    /META-INF/jars/cardinal-components-chunk-5.2.3.jar                        | cardinal-components-chunk                                  | mixins.cardinal_components_chunk.json
    /META-INF/jars/cardinal-components-entity-5.2.3.jar                       | cardinal-components-entity                                 | mixins.cardinal_components_entity.json
    /META-INF/jars/cardinal-components-item-5.2.3.jar                         | cardinal-components-item                                   | mixins.cardinal_components_item.json
    /META-INF/jars/cardinal-components-level-5.2.3.jar                        | cardinal-components-level                                  | mixins.cardinal_components_level.json
    /META-INF/jars/cardinal-components-scoreboard-5.2.3.jar                   | cardinal-components-scoreboard                             | mixins.cardinal_components_scoreboard.json
    /META-INF/jars/cardinal-components-world-5.2.3.jar                        | cardinal-components-world                                  | mixins.cardinal_components_world.json
carryon-fabric-1.20.1-2.1.2.7.jar                                             | carryon                                                    | carryon.mixins.json, carryon.fabric.mixins.json
certain_questing_additions-fabric-1.0.7+mc1.20.1.jar                          | certain_questing_additions                                 | certain_questing_additions.mixins.json
cerulean-fabric-1.0.0-1.20.1.jar                                              | cerulean                                                   | mixins.cerulean.json
    /META-INF/jars/forgeconfigapiport-fabric-8.0.0.jar                        | forgeconfigapiport                                         | forgeconfigapiport.common.mixins.json
charm-fabric-1.20.1-forked-6.0.25.jar                                         | charm                                                      | charm.mixins.json
    /META-INF/jars/toml4j-0.7.2.jar                                           | com_moandjiezana_toml_toml4j                               | 
    /META-INF/jars/core-3.6.6.jar                                             | com_electronwill_night-config_core                         | 
    /META-INF/jars/toml-3.6.6.jar                                             | com_electronwill_night-config_toml                         | 
    /META-INF/jars/charmony-fabric-1.20.1-6.15.1.jar                          | charmony                                                   | charmony.mixins.json
        /META-INF/jars/toml4j-0.7.2.jar                                       | com_moandjiezana_toml_toml4j                               | 
        /META-INF/jars/core-3.6.6.jar                                         | com_electronwill_night-config_core                         | 
        /META-INF/jars/toml-3.6.6.jar                                         | com_electronwill_night-config_toml                         | 
charmofundying-fabric-6.5.0+1.20.1.jar                                        | charmofundying                                             | charmofundying.mixins.json
    /META-INF/jars/spectrelib-fabric-0.13.15+1.20.1.jar                       | spectrelib                                                 | spectrelib.mixins.json
        /META-INF/jars/core-3.6.5.jar                                         | com_electronwill_night-config_core                         | 
        /META-INF/jars/toml-3.6.5.jar                                         | com_electronwill_night-config_toml                         | 
chat_heads-0.14.2-fabric-1.20.jar                                             | chat_heads                                                 | chat_heads.mixins.json, chat_heads.fabric.mixins.json
chatpatches-8.0-alpha.5+1.20.1-fabric.jar                                     | chatpatches                                                | chatpatches.mixins.json
chunksending-fabric-1.20.1-2.8.jar                                            | chunksending                                               | chunksending.mixins.json
citresewn-1.2.2+1.20.1.jar                                                    | citresewn                                                  | citresewn.mixins.json
    /META-INF/jars/citresewn-defaults-1.2.2+1.20.1.jar                        | citresewn-defaults                                         | citresewn-defaults.mixins.json
clientcrafting-fabric-1.20.1-1.8.jar                                          | clientcrafting                                             | clientcrafting.mixins.json
clientsort-fabric-2.1.3+1.20.1.jar                                            | clientsort                                                 | clientsort.mixins.json, clientsort.fabric.mixins.json
cloth-config-11.1.136-fabric.jar                                              | cloth-config                                               | 
    /META-INF/jars/basic-math-0.6.1.jar                                       | cloth-basic-math                                           | 
Clumps-fabric-1.20.1-12.0.0.4.jar                                             | clumps                                                     | clumps.mixins.json
collective-1.20.1-8.13.jar                                                    | collective                                                 | collective_fabric.crop.mixins.json, collective_fabric.mixins.json, collective_forge.mixins.json
combatroll-fabric-1.3.3+1.20.1.jar                                            | combatroll                                                 | combatroll.mixins.json
common-networking-fabric-1.0.5-1.20.1.jar                                     | commonnetworking                                           | 
